2025-08-05 15:14:42,733 - INFO - 🔍 Scanning directory: C:\Downloads\Project_Alpha\data

2025-08-05 15:14:42,738 - INFO - 📄 Processing file: begin_inventory.csv
2025-08-05 15:14:42,740 - INFO - 📥 Starting ingestion: C:\Downloads\Project_Alpha\data\begin_inventory.csv
2025-08-05 15:15:27,408 - INFO - ✅ Chunk 182 into 'purchases' → Rows: 10000, Mem: 140.23 MB
2025-08-05 15:15:27,578 - INFO - ✅ Chunk 183 into 'purchases' → Rows: 10000, Mem: 146.11 MB
2025-08-05 15:15:27,766 - INFO - ✅ Chunk 184 into 'purchases' → Rows: 10000, Mem: 147.17 MB
2025-08-05 15:15:27,949 - INFO - ✅ Chunk 185 into 'purchases' → Rows: 10000, Mem: 147.23 MB
2025-08-05 15:15:28,122 - INFO - ✅ Chunk 186 into 'purchases' → Rows: 10000, Mem: 147.26 MB
2025-08-05 15:15:28,295 - INFO - ✅ Chunk 187 into 'purchases' → Rows: 10000, Mem: 140.33 MB
2025-08-05 15:15:28,468 - INFO - ✅ Chunk 188 into 'purchases' → Rows: 10000, Mem: 146.43 MB
2025-08-05 15:15:28,638 - INFO - ✅ Chunk 189 into 'purchases' → Rows: 10000, Mem: 145.91 MB
2025-08-05 15:15:28,812 - INFO - ✅ Chunk 190 into 'purchases' → Rows: 10000, Mem: 146.09 MB
2025-08-05 15:15:28,997 - INFO - ✅ Chunk 191 into 'purchases' → Rows: 10000, Mem: 146.17 MB
2025-08-05 15:15:29,281 - INFO - ✅ Chunk 192 into 'purchases' → Rows: 10000, Mem: 140.34 MB
2025-08-05 15:15:29,458 - INFO - ✅ Chunk 193 into 'purchases' → Rows: 10000, Mem: 146.56 MB
2025-08-05 15:15:29,625 - INFO - ✅ Chunk 194 into 'purchases' → Rows: 10000, Mem: 146.64 MB
2025-08-05 15:15:29,797 - INFO - ✅ Chunk 195 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:29,960 - INFO - ✅ Chunk 196 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:30,130 - INFO - ✅ Chunk 197 into 'purchases' → Rows: 10000, Mem: 140.34 MB
2025-08-05 15:15:30,302 - INFO - ✅ Chunk 198 into 'purchases' → Rows: 10000, Mem: 146.14 MB
2025-08-05 15:15:30,470 - INFO - ✅ Chunk 199 into 'purchases' → Rows: 10000, Mem: 146.58 MB
2025-08-05 15:15:30,641 - INFO - ✅ Chunk 200 into 'purchases' → Rows: 10000, Mem: 146.65 MB
2025-08-05 15:15:30,937 - INFO - ✅ Chunk 201 into 'purchases' → Rows: 10000, Mem: 146.66 MB
2025-08-05 15:15:31,108 - INFO - ✅ Chunk 202 into 'purchases' → Rows: 10000, Mem: 140.35 MB
2025-08-05 15:15:31,277 - INFO - ✅ Chunk 203 into 'purchases' → Rows: 10000, Mem: 146.1 MB
2025-08-05 15:15:31,449 - INFO - ✅ Chunk 204 into 'purchases' → Rows: 10000, Mem: 146.61 MB
2025-08-05 15:15:31,623 - INFO - ✅ Chunk 205 into 'purchases' → Rows: 10000, Mem: 146.68 MB
2025-08-05 15:15:31,798 - INFO - ✅ Chunk 206 into 'purchases' → Rows: 10000, Mem: 146.68 MB
2025-08-05 15:15:31,974 - INFO - ✅ Chunk 207 into 'purchases' → Rows: 10000, Mem: 140.35 MB
2025-08-05 15:15:32,142 - INFO - ✅ Chunk 208 into 'purchases' → Rows: 10000, Mem: 146.12 MB
2025-08-05 15:15:32,315 - INFO - ✅ Chunk 209 into 'purchases' → Rows: 10000, Mem: 146.39 MB
2025-08-05 15:15:32,633 - INFO - ✅ Chunk 210 into 'purchases' → Rows: 10000, Mem: 147.11 MB
2025-08-05 15:15:32,816 - INFO - ✅ Chunk 211 into 'purchases' → Rows: 10000, Mem: 147.21 MB
2025-08-05 15:15:32,996 - INFO - ✅ Chunk 212 into 'purchases' → Rows: 10000, Mem: 140.6 MB
2025-08-05 15:15:33,166 - INFO - ✅ Chunk 213 into 'purchases' → Rows: 10000, Mem: 146.58 MB
2025-08-05 15:15:33,351 - INFO - ✅ Chunk 214 into 'purchases' → Rows: 10000, Mem: 146.91 MB
2025-08-05 15:15:33,532 - INFO - ✅ Chunk 215 into 'purchases' → Rows: 10000, Mem: 147.27 MB
2025-08-05 15:15:33,700 - INFO - ✅ Chunk 216 into 'purchases' → Rows: 10000, Mem: 147.31 MB
2025-08-05 15:15:33,874 - INFO - ✅ Chunk 217 into 'purchases' → Rows: 10000, Mem: 140.59 MB
2025-08-05 15:15:34,050 - INFO - ✅ Chunk 218 into 'purchases' → Rows: 10000, Mem: 146.21 MB
2025-08-05 15:15:34,220 - INFO - ✅ Chunk 219 into 'purchases' → Rows: 10000, Mem: 147.23 MB
2025-08-05 15:15:34,397 - INFO - ✅ Chunk 220 into 'purchases' → Rows: 10000, Mem: 147.29 MB
2025-08-05 15:15:34,563 - INFO - ✅ Chunk 221 into 'purchases' → Rows: 10000, Mem: 147.35 MB
2025-08-05 15:15:34,877 - INFO - ✅ Chunk 222 into 'purchases' → Rows: 10000, Mem: 140.68 MB
2025-08-05 15:15:35,059 - INFO - ✅ Chunk 223 into 'purchases' → Rows: 10000, Mem: 146.62 MB
2025-08-05 15:15:35,237 - INFO - ✅ Chunk 224 into 'purchases' → Rows: 10000, Mem: 147.2 MB
2025-08-05 15:15:35,420 - INFO - ✅ Chunk 225 into 'purchases' → Rows: 10000, Mem: 147.29 MB
2025-08-05 15:15:35,615 - INFO - ✅ Chunk 226 into 'purchases' → Rows: 10000, Mem: 147.3 MB
2025-08-05 15:15:35,781 - INFO - ✅ Chunk 227 into 'purchases' → Rows: 10000, Mem: 140.68 MB
2025-08-05 15:15:35,964 - INFO - ✅ Chunk 228 into 'purchases' → Rows: 10000, Mem: 146.18 MB
2025-08-05 15:15:36,141 - INFO - ✅ Chunk 229 into 'purchases' → Rows: 10000, Mem: 147.27 MB
2025-08-05 15:15:36,324 - INFO - ✅ Chunk 230 into 'purchases' → Rows: 10000, Mem: 147.32 MB
2025-08-05 15:15:36,500 - INFO - ✅ Chunk 231 into 'purchases' → Rows: 10000, Mem: 147.36 MB
2025-08-05 15:15:36,797 - INFO - ✅ Chunk 232 into 'purchases' → Rows: 10000, Mem: 140.71 MB
2025-08-05 15:15:36,973 - INFO - ✅ Chunk 233 into 'purchases' → Rows: 10000, Mem: 146.52 MB
2025-08-05 15:15:37,146 - INFO - ✅ Chunk 234 into 'purchases' → Rows: 10000, Mem: 146.55 MB
2025-08-05 15:15:37,335 - INFO - ✅ Chunk 235 into 'purchases' → Rows: 10000, Mem: 139.16 MB
2025-08-05 15:15:37,533 - INFO - ✅ Chunk 236 into 'purchases' → Rows: 10000, Mem: 139.16 MB
2025-08-05 15:15:37,722 - INFO - ✅ Chunk 237 into 'purchases' → Rows: 10000, Mem: 132.44 MB
2025-08-05 15:15:37,784 - INFO - ✅ Chunk 238 into 'purchases' → Rows: 2474, Mem: 134.62 MB
2025-08-05 15:15:37,787 - INFO - ✅ Completed ingestion for 'purchases' in 47.96 sec

2025-08-05 15:15:37,788 - INFO - 📄 Processing file: purchase_prices.csv
2025-08-05 15:15:37,789 - INFO - 📥 Starting ingestion: C:\Downloads\Project_Alpha\data\purchase_prices.csv
2025-08-05 15:15:37,942 - INFO - ✅ Chunk 1 into 'purchase_prices' → Rows: 10000, Mem: 136.62 MB
2025-08-05 15:15:37,984 - INFO - ✅ Chunk 2 into 'purchase_prices' → Rows: 2261, Mem: 136.63 MB
2025-08-05 15:15:37,986 - INFO - ✅ Completed ingestion for 'purchase_prices' in 0.2 sec

2025-08-05 15:15:37,989 - INFO - 📄 Processing file: sales.csv
2025-08-05 15:15:37,991 - INFO - 📥 Starting ingestion: C:\Downloads\Project_Alpha\data\sales.csv
2025-08-05 15:15:41,934 - INFO - ✅ Chunk 1 into 'sales' → Rows: 10000, Mem: 132.57 MB
2025-08-05 15:15:42,083 - INFO - ✅ Chunk 2 into 'sales' → Rows: 10000, Mem: 133.24 MB
2025-08-05 15:15:42,360 - INFO - ✅ Chunk 3 into 'sales' → Rows: 10000, Mem: 132.46 MB
2025-08-05 15:15:42,501 - INFO - ✅ Chunk 4 into 'sales' → Rows: 10000, Mem: 132.47 MB
2025-08-05 15:15:42,661 - INFO - ✅ Chunk 5 into 'sales' → Rows: 10000, Mem: 126.61 MB
2025-08-05 15:15:42,815 - INFO - ✅ Chunk 6 into 'sales' → Rows: 10000, Mem: 131.97 MB
2025-08-05 15:15:42,974 - INFO - ✅ Chunk 7 into 'sales' → Rows: 10000, Mem: 132.74 MB
2025-08-05 15:15:43,133 - INFO - ✅ Chunk 8 into 'sales' → Rows: 10000, Mem: 133.4 MB
2025-08-05 15:15:43,286 - INFO - ✅ Chunk 9 into 'sales' → Rows: 10000, Mem: 132.44 MB
2025-08-05 15:15:43,434 - INFO - ✅ Chunk 10 into 'sales' → Rows: 10000, Mem: 132.45 MB
2025-08-05 15:15:43,580 - INFO - ✅ Chunk 11 into 'sales' → Rows: 10000, Mem: 126.55 MB
2025-08-05 15:15:43,731 - INFO - ✅ Chunk 12 into 'sales' → Rows: 10000, Mem: 131.64 MB
2025-08-05 15:15:44,015 - INFO - ✅ Chunk 13 into 'sales' → Rows: 10000, Mem: 132.31 MB
2025-08-05 15:15:44,161 - INFO - ✅ Chunk 14 into 'sales' → Rows: 10000, Mem: 132.45 MB
2025-08-05 15:15:44,313 - INFO - ✅ Chunk 15 into 'sales' → Rows: 10000, Mem: 132.45 MB
2025-08-05 15:15:44,461 - INFO - ✅ Chunk 16 into 'sales' → Rows: 10000, Mem: 132.98 MB
2025-08-05 15:15:44,612 - INFO - ✅ Chunk 17 into 'sales' → Rows: 10000, Mem: 132.99 MB
2025-08-05 15:15:44,762 - INFO - ✅ Chunk 18 into 'sales' → Rows: 10000, Mem: 132.59 MB
2025-08-05 15:15:44,919 - INFO - ✅ Chunk 19 into 'sales' → Rows: 10000, Mem: 132.6 MB
2025-08-05 15:15:45,065 - INFO - ✅ Chunk 20 into 'sales' → Rows: 10000, Mem: 132.59 MB
2025-08-05 15:15:45,212 - INFO - ✅ Chunk 21 into 'sales' → Rows: 10000, Mem: 132.6 MB
2025-08-05 15:15:45,365 - INFO - ✅ Chunk 22 into 'sales' → Rows: 10000, Mem: 126.57 MB
2025-08-05 15:15:45,514 - INFO - ✅ Chunk 23 into 'sales' → Rows: 10000, Mem: 132.05 MB
2025-08-05 15:15:45,663 - INFO - ✅ Chunk 24 into 'sales' → Rows: 10000, Mem: 132.46 MB
2025-08-05 15:15:45,948 - INFO - ✅ Chunk 25 into 'sales' → Rows: 10000, Mem: 132.88 MB
2025-08-05 15:15:46,100 - INFO - ✅ Chunk 26 into 'sales' → Rows: 10000, Mem: 132.94 MB
2025-08-05 15:15:46,248 - INFO - ✅ Chunk 27 into 'sales' → Rows: 10000, Mem: 132.96 MB
2025-08-05 15:15:46,399 - INFO - ✅ Chunk 28 into 'sales' → Rows: 10000, Mem: 133.05 MB
2025-08-05 15:15:46,550 - INFO - ✅ Chunk 29 into 'sales' → Rows: 10000, Mem: 133.68 MB
2025-08-05 15:15:46,701 - INFO - ✅ Chunk 30 into 'sales' → Rows: 10000, Mem: 133.68 MB
2025-08-05 15:15:46,857 - INFO - ✅ Chunk 31 into 'sales' → Rows: 10000, Mem: 133.68 MB
2025-08-05 15:15:47,013 - INFO - ✅ Chunk 32 into 'sales' → Rows: 10000, Mem: 133.74 MB
2025-08-05 15:15:47,160 - INFO - ✅ Chunk 33 into 'sales' → Rows: 10000, Mem: 133.74 MB
2025-08-05 15:15:47,313 - INFO - ✅ Chunk 34 into 'sales' → Rows: 10000, Mem: 133.74 MB
2025-08-05 15:15:47,462 - INFO - ✅ Chunk 35 into 'sales' → Rows: 10000, Mem: 133.74 MB
2025-08-05 15:15:47,613 - INFO - ✅ Chunk 36 into 'sales' → Rows: 10000, Mem: 133.75 MB
2025-08-05 15:15:47,904 - INFO - ✅ Chunk 37 into 'sales' → Rows: 10000, Mem: 133.75 MB
2025-08-05 15:15:48,058 - INFO - ✅ Chunk 38 into 'sales' → Rows: 10000, Mem: 133.74 MB
2025-08-05 15:15:48,212 - INFO - ✅ Chunk 39 into 'sales' → Rows: 10000, Mem: 127.36 MB
2025-08-05 15:15:48,371 - INFO - ✅ Chunk 40 into 'sales' → Rows: 10000, Mem: 133.19 MB
2025-08-05 15:15:48,548 - INFO - ✅ Chunk 41 into 'sales' → Rows: 10000, Mem: 132.92 MB
2025-08-05 15:15:48,700 - INFO - ✅ Chunk 42 into 'sales' → Rows: 10000, Mem: 133.1 MB
2025-08-05 15:15:48,858 - INFO - ✅ Chunk 43 into 'sales' → Rows: 10000, Mem: 133.1 MB
2025-08-05 15:15:49,006 - INFO - ✅ Chunk 44 into 'sales' → Rows: 10000, Mem: 133.25 MB
2025-08-05 15:15:49,154 - INFO - ✅ Chunk 45 into 'sales' → Rows: 10000, Mem: 127.3 MB
2025-08-05 15:15:49,304 - INFO - ✅ Chunk 46 into 'sales' → Rows: 10000, Mem: 132.85 MB
2025-08-05 15:15:49,459 - INFO - ✅ Chunk 47 into 'sales' → Rows: 10000, Mem: 133.18 MB
2025-08-05 15:15:49,607 - INFO - ✅ Chunk 48 into 'sales' → Rows: 10000, Mem: 133.3 MB
2025-08-05 15:15:49,889 - INFO - ✅ Chunk 49 into 'sales' → Rows: 10000, Mem: 133.68 MB
2025-08-05 15:15:50,037 - INFO - ✅ Chunk 50 into 'sales' → Rows: 10000, Mem: 133.72 MB
2025-08-05 15:15:50,190 - INFO - ✅ Chunk 51 into 'sales' → Rows: 10000, Mem: 133.77 MB
2025-08-05 15:15:50,343 - INFO - ✅ Chunk 52 into 'sales' → Rows: 10000, Mem: 134.36 MB
2025-08-05 15:15:50,490 - INFO - ✅ Chunk 53 into 'sales' → Rows: 10000, Mem: 134.37 MB
2025-08-05 15:15:50,644 - INFO - ✅ Chunk 54 into 'sales' → Rows: 10000, Mem: 134.36 MB
2025-08-05 15:15:50,789 - INFO - ✅ Chunk 55 into 'sales' → Rows: 10000, Mem: 134.37 MB
2025-08-05 15:15:50,939 - INFO - ✅ Chunk 56 into 'sales' → Rows: 10000, Mem: 128.12 MB
2025-08-05 15:15:51,087 - INFO - ✅ Chunk 57 into 'sales' → Rows: 10000, Mem: 133.27 MB
2025-08-05 15:15:51,238 - INFO - ✅ Chunk 58 into 'sales' → Rows: 10000, Mem: 133.38 MB
2025-08-05 15:15:51,388 - INFO - ✅ Chunk 59 into 'sales' → Rows: 10000, Mem: 133.46 MB
2025-08-05 15:15:51,542 - INFO - ✅ Chunk 60 into 'sales' → Rows: 10000, Mem: 133.71 MB
2025-08-05 15:15:51,825 - INFO - ✅ Chunk 61 into 'sales' → Rows: 10000, Mem: 134.11 MB
2025-08-05 15:15:51,976 - INFO - ✅ Chunk 62 into 'sales' → Rows: 10000, Mem: 128.16 MB
2025-08-05 15:15:52,128 - INFO - ✅ Chunk 63 into 'sales' → Rows: 10000, Mem: 133.85 MB
2025-08-05 15:15:52,275 - INFO - ✅ Chunk 64 into 'sales' → Rows: 10000, Mem: 134.12 MB
2025-08-05 15:15:52,435 - INFO - ✅ Chunk 65 into 'sales' → Rows: 10000, Mem: 134.31 MB
2025-08-05 15:15:52,585 - INFO - ✅ Chunk 66 into 'sales' → Rows: 10000, Mem: 134.34 MB
2025-08-05 15:15:52,737 - INFO - ✅ Chunk 67 into 'sales' → Rows: 10000, Mem: 133.66 MB
2025-08-05 15:15:52,886 - INFO - ✅ Chunk 68 into 'sales' → Rows: 10000, Mem: 128.16 MB
2025-08-05 15:15:53,039 - INFO - ✅ Chunk 69 into 'sales' → Rows: 10000, Mem: 132.72 MB
2025-08-05 15:15:53,191 - INFO - ✅ Chunk 70 into 'sales' → Rows: 10000, Mem: 133.13 MB
2025-08-05 15:15:53,345 - INFO - ✅ Chunk 71 into 'sales' → Rows: 10000, Mem: 133.29 MB
2025-08-05 15:15:53,502 - INFO - ✅ Chunk 72 into 'sales' → Rows: 10000, Mem: 133.89 MB
2025-08-05 15:15:53,657 - INFO - ✅ Chunk 73 into 'sales' → Rows: 10000, Mem: 133.93 MB
2025-08-05 15:15:53,945 - INFO - ✅ Chunk 74 into 'sales' → Rows: 10000, Mem: 128.89 MB
2025-08-05 15:15:54,094 - INFO - ✅ Chunk 75 into 'sales' → Rows: 10000, Mem: 134.03 MB
2025-08-05 15:15:54,250 - INFO - ✅ Chunk 76 into 'sales' → Rows: 10000, Mem: 132.46 MB
2025-08-05 15:15:54,415 - INFO - ✅ Chunk 77 into 'sales' → Rows: 10000, Mem: 133.99 MB
2025-08-05 15:15:54,571 - INFO - ✅ Chunk 78 into 'sales' → Rows: 10000, Mem: 134.28 MB
2025-08-05 15:15:54,724 - INFO - ✅ Chunk 79 into 'sales' → Rows: 10000, Mem: 134.36 MB
2025-08-05 15:15:54,874 - INFO - ✅ Chunk 80 into 'sales' → Rows: 10000, Mem: 134.36 MB
2025-08-05 15:15:55,022 - INFO - ✅ Chunk 81 into 'sales' → Rows: 10000, Mem: 134.4 MB
2025-08-05 15:15:55,173 - INFO - ✅ Chunk 82 into 'sales' → Rows: 10000, Mem: 134.41 MB
2025-08-05 15:15:55,324 - INFO - ✅ Chunk 83 into 'sales' → Rows: 10000, Mem: 134.78 MB
2025-08-05 15:15:55,478 - INFO - ✅ Chunk 84 into 'sales' → Rows: 10000, Mem: 134.91 MB
2025-08-05 15:15:55,628 - INFO - ✅ Chunk 85 into 'sales' → Rows: 10000, Mem: 134.92 MB
2025-08-05 15:15:55,781 - INFO - ✅ Chunk 86 into 'sales' → Rows: 10000, Mem: 134.15 MB
2025-08-05 15:15:55,974 - INFO - ✅ Chunk 87 into 'sales' → Rows: 10000, Mem: 128.88 MB
2025-08-05 15:15:56,323 - INFO - ✅ Chunk 88 into 'sales' → Rows: 10000, Mem: 133.66 MB
2025-08-05 15:15:56,488 - INFO - ✅ Chunk 89 into 'sales' → Rows: 10000, Mem: 134.49 MB
2025-08-05 15:15:56,645 - INFO - ✅ Chunk 90 into 'sales' → Rows: 10000, Mem: 134.09 MB
2025-08-05 15:15:56,799 - INFO - ✅ Chunk 91 into 'sales' → Rows: 10000, Mem: 134.21 MB
2025-08-05 15:15:56,945 - INFO - ✅ Chunk 92 into 'sales' → Rows: 10000, Mem: 134.77 MB
2025-08-05 15:15:57,103 - INFO - ✅ Chunk 93 into 'sales' → Rows: 10000, Mem: 129.15 MB
2025-08-05 15:15:57,258 - INFO - ✅ Chunk 94 into 'sales' → Rows: 10000, Mem: 134.25 MB
2025-08-05 15:15:57,415 - INFO - ✅ Chunk 95 into 'sales' → Rows: 10000, Mem: 135.39 MB
2025-08-05 15:15:57,568 - INFO - ✅ Chunk 96 into 'sales' → Rows: 10000, Mem: 135.4 MB
2025-08-05 15:15:57,716 - INFO - ✅ Chunk 97 into 'sales' → Rows: 10000, Mem: 135.4 MB
2025-08-05 15:15:57,859 - INFO - ✅ Chunk 98 into 'sales' → Rows: 10000, Mem: 135.18 MB
2025-08-05 15:15:58,009 - INFO - ✅ Chunk 99 into 'sales' → Rows: 10000, Mem: 129.77 MB
2025-08-05 15:15:58,161 - INFO - ✅ Chunk 100 into 'sales' → Rows: 10000, Mem: 134.63 MB
2025-08-05 15:15:58,461 - INFO - ✅ Chunk 101 into 'sales' → Rows: 10000, Mem: 133.31 MB
2025-08-05 15:15:58,617 - INFO - ✅ Chunk 102 into 'sales' → Rows: 10000, Mem: 135.37 MB
2025-08-05 15:15:58,771 - INFO - ✅ Chunk 103 into 'sales' → Rows: 10000, Mem: 134.59 MB
2025-08-05 15:15:58,917 - INFO - ✅ Chunk 104 into 'sales' → Rows: 10000, Mem: 135.16 MB
2025-08-05 15:15:59,062 - INFO - ✅ Chunk 105 into 'sales' → Rows: 10000, Mem: 135.65 MB
2025-08-05 15:15:59,219 - INFO - ✅ Chunk 106 into 'sales' → Rows: 10000, Mem: 135.66 MB
2025-08-05 15:15:59,379 - INFO - ✅ Chunk 107 into 'sales' → Rows: 10000, Mem: 135.71 MB
2025-08-05 15:15:59,529 - INFO - ✅ Chunk 108 into 'sales' → Rows: 10000, Mem: 135.83 MB
2025-08-05 15:15:59,679 - INFO - ✅ Chunk 109 into 'sales' → Rows: 10000, Mem: 135.13 MB
2025-08-05 15:15:59,829 - INFO - ✅ Chunk 110 into 'sales' → Rows: 10000, Mem: 135.68 MB
2025-08-05 15:15:59,975 - INFO - ✅ Chunk 111 into 'sales' → Rows: 10000, Mem: 136.76 MB
2025-08-05 15:16:00,128 - INFO - ✅ Chunk 112 into 'sales' → Rows: 10000, Mem: 135.45 MB
2025-08-05 15:16:00,442 - INFO - ✅ Chunk 113 into 'sales' → Rows: 10000, Mem: 134.31 MB
2025-08-05 15:16:00,595 - INFO - ✅ Chunk 114 into 'sales' → Rows: 10000, Mem: 134.49 MB
2025-08-05 15:16:00,742 - INFO - ✅ Chunk 115 into 'sales' → Rows: 10000, Mem: 136.08 MB
2025-08-05 15:16:00,938 - INFO - ✅ Chunk 116 into 'sales' → Rows: 10000, Mem: 136.36 MB
2025-08-05 15:16:01,081 - INFO - ✅ Chunk 117 into 'sales' → Rows: 10000, Mem: 136.94 MB
2025-08-05 15:16:01,228 - INFO - ✅ Chunk 118 into 'sales' → Rows: 10000, Mem: 136.94 MB
2025-08-05 15:16:01,386 - INFO - ✅ Chunk 119 into 'sales' → Rows: 10000, Mem: 136.94 MB
2025-08-05 15:16:01,544 - INFO - ✅ Chunk 120 into 'sales' → Rows: 10000, Mem: 135.49 MB
2025-08-05 15:16:01,698 - INFO - ✅ Chunk 121 into 'sales' → Rows: 10000, Mem: 136.39 MB
2025-08-05 15:16:01,840 - INFO - ✅ Chunk 122 into 'sales' → Rows: 10000, Mem: 136.79 MB
2025-08-05 15:16:01,984 - INFO - ✅ Chunk 123 into 'sales' → Rows: 10000, Mem: 136.85 MB
2025-08-05 15:16:02,130 - INFO - ✅ Chunk 124 into 'sales' → Rows: 10000, Mem: 130.75 MB
2025-08-05 15:16:02,290 - INFO - ✅ Chunk 125 into 'sales' → Rows: 10000, Mem: 135.6 MB
2025-08-05 15:16:02,590 - INFO - ✅ Chunk 126 into 'sales' → Rows: 10000, Mem: 135.71 MB
2025-08-05 15:16:02,751 - INFO - ✅ Chunk 127 into 'sales' → Rows: 10000, Mem: 136.89 MB
2025-08-05 15:16:02,904 - INFO - ✅ Chunk 128 into 'sales' → Rows: 10000, Mem: 137.42 MB
2025-08-05 15:16:03,053 - INFO - ✅ Chunk 129 into 'sales' → Rows: 10000, Mem: 137.42 MB
2025-08-05 15:16:03,206 - INFO - ✅ Chunk 130 into 'sales' → Rows: 10000, Mem: 131.55 MB
2025-08-05 15:16:03,366 - INFO - ✅ Chunk 131 into 'sales' → Rows: 10000, Mem: 137.38 MB
2025-08-05 15:16:03,512 - INFO - ✅ Chunk 132 into 'sales' → Rows: 10000, Mem: 137.93 MB
2025-08-05 15:16:03,669 - INFO - ✅ Chunk 133 into 'sales' → Rows: 10000, Mem: 135.77 MB
2025-08-05 15:16:03,818 - INFO - ✅ Chunk 134 into 'sales' → Rows: 10000, Mem: 136.63 MB
2025-08-05 15:16:03,964 - INFO - ✅ Chunk 135 into 'sales' → Rows: 10000, Mem: 136.98 MB
2025-08-05 15:16:04,105 - INFO - ✅ Chunk 136 into 'sales' → Rows: 10000, Mem: 131.54 MB
2025-08-05 15:16:04,270 - INFO - ✅ Chunk 137 into 'sales' → Rows: 10000, Mem: 136.36 MB
2025-08-05 15:16:04,928 - INFO - ✅ Chunk 138 into 'sales' → Rows: 10000, Mem: 137.65 MB
2025-08-05 15:16:05,077 - INFO - ✅ Chunk 139 into 'sales' → Rows: 10000, Mem: 136.65 MB
2025-08-05 15:16:05,223 - INFO - ✅ Chunk 140 into 'sales' → Rows: 10000, Mem: 136.9 MB
2025-08-05 15:16:05,371 - INFO - ✅ Chunk 141 into 'sales' → Rows: 10000, Mem: 136.96 MB
2025-08-05 15:16:05,517 - INFO - ✅ Chunk 142 into 'sales' → Rows: 10000, Mem: 137.45 MB
2025-08-05 15:16:05,669 - INFO - ✅ Chunk 143 into 'sales' → Rows: 10000, Mem: 131.78 MB
2025-08-05 15:16:05,816 - INFO - ✅ Chunk 144 into 'sales' → Rows: 10000, Mem: 137.59 MB
2025-08-05 15:16:05,964 - INFO - ✅ Chunk 145 into 'sales' → Rows: 10000, Mem: 137.93 MB
2025-08-05 15:16:06,114 - INFO - ✅ Chunk 146 into 'sales' → Rows: 10000, Mem: 137.05 MB
2025-08-05 15:16:06,262 - INFO - ✅ Chunk 147 into 'sales' → Rows: 10000, Mem: 136.98 MB
2025-08-05 15:16:06,407 - INFO - ✅ Chunk 148 into 'sales' → Rows: 10000, Mem: 137.11 MB
2025-08-05 15:16:06,560 - INFO - ✅ Chunk 149 into 'sales' → Rows: 10000, Mem: 132.26 MB
2025-08-05 15:16:06,867 - INFO - ✅ Chunk 150 into 'sales' → Rows: 10000, Mem: 136.93 MB
2025-08-05 15:16:07,025 - INFO - ✅ Chunk 151 into 'sales' → Rows: 10000, Mem: 136.71 MB
2025-08-05 15:16:07,173 - INFO - ✅ Chunk 152 into 'sales' → Rows: 10000, Mem: 137.62 MB
2025-08-05 15:16:07,329 - INFO - ✅ Chunk 153 into 'sales' → Rows: 10000, Mem: 138.18 MB
2025-08-05 15:16:07,469 - INFO - ✅ Chunk 154 into 'sales' → Rows: 10000, Mem: 138.18 MB
2025-08-05 15:16:07,617 - INFO - ✅ Chunk 155 into 'sales' → Rows: 10000, Mem: 132.37 MB
2025-08-05 15:16:07,764 - INFO - ✅ Chunk 156 into 'sales' → Rows: 10000, Mem: 137.23 MB
2025-08-05 15:16:07,912 - INFO - ✅ Chunk 157 into 'sales' → Rows: 10000, Mem: 136.95 MB
2025-08-05 15:16:08,058 - INFO - ✅ Chunk 158 into 'sales' → Rows: 10000, Mem: 137.53 MB
2025-08-05 15:16:08,257 - INFO - ✅ Chunk 159 into 'sales' → Rows: 10000, Mem: 137.66 MB
2025-08-05 15:16:08,426 - INFO - ✅ Chunk 160 into 'sales' → Rows: 10000, Mem: 138.11 MB
2025-08-05 15:16:08,586 - INFO - ✅ Chunk 161 into 'sales' → Rows: 10000, Mem: 133.1 MB
2025-08-05 15:16:08,898 - INFO - ✅ Chunk 162 into 'sales' → Rows: 10000, Mem: 138.27 MB
2025-08-05 15:16:09,042 - INFO - ✅ Chunk 163 into 'sales' → Rows: 10000, Mem: 138.35 MB
2025-08-05 15:16:09,186 - INFO - ✅ Chunk 164 into 'sales' → Rows: 10000, Mem: 138.41 MB
2025-08-05 15:16:09,343 - INFO - ✅ Chunk 165 into 'sales' → Rows: 10000, Mem: 138.42 MB
2025-08-05 15:16:09,495 - INFO - ✅ Chunk 166 into 'sales' → Rows: 10000, Mem: 138.42 MB
2025-08-05 15:16:09,651 - INFO - ✅ Chunk 167 into 'sales' → Rows: 10000, Mem: 133.03 MB
2025-08-05 15:16:09,810 - INFO - ✅ Chunk 168 into 'sales' → Rows: 10000, Mem: 138.01 MB
2025-08-05 15:16:09,967 - INFO - ✅ Chunk 169 into 'sales' → Rows: 10000, Mem: 138.6 MB
2025-08-05 15:16:10,116 - INFO - ✅ Chunk 170 into 'sales' → Rows: 10000, Mem: 138.75 MB
2025-08-05 15:16:10,270 - INFO - ✅ Chunk 171 into 'sales' → Rows: 10000, Mem: 138.75 MB
2025-08-05 15:16:10,417 - INFO - ✅ Chunk 172 into 'sales' → Rows: 10000, Mem: 138.75 MB
2025-08-05 15:16:10,564 - INFO - ✅ Chunk 173 into 'sales' → Rows: 10000, Mem: 133.1 MB
