VendorNumber,Brand,ActualPrice,PurchasePrice,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost
1590,41831,5.49,3.76,3300,18117.0,8454.6,188.1,5259548,38233239.24,203273.0
1590,42640,9.99,6.8,29590,299014.1,167034.45,3285.15,56540141,411007321.83,2185184.75
1590,42642,11.99,8.21,76835,964536.65,609080.45,8517.85,165487921,1202981563.23,6395839.75
1590,42671,13.99,9.65,55,769.45,769.45,6.05,187841,1365472.83,7259.75
1590,42672,37.99,25.67,1815,68951.85,14626.150000000001,203.5,1314887,9558309.81,50818.25
1590,42894,17.99,11.76,110,1978.8999999999999,1978.8999999999999,12.1,375682,2730945.66,14519.5
1590,43245,9.95,6.59,245300,2525292.0,1481972.25,27228.850000000002,489325805,3557056722.15,18911648.75
1590,43247,12.99,8.72,605,7858.95,7144.5,66.55,1878410,13654728.3,72597.5
1590,43499,7.49,4.83,4620,34603.799999999996,1647.8,519.75,751364,5461891.32,29039.0
1590,43513,629.99,410.95,1155,692988.45,164997.25,129.8,939205,6827364.15,36298.75
1590,43939,18.99,12.33,1980,38480.2,14237.849999999999,220.55,2441933,17751146.79,94376.75
1590,44102,54.99,37.66,3740,205662.6,75611.25,419.65000000000003,4696025,34136820.75,181493.75
1590,44232,31.99,21.33,495,15835.05,12316.15,54.45,1314887,9558309.81,50818.25
1590,44233,9.99,6.84,169235,1687247.65,886041.75,18815.5,303363215,2205238620.45,11724496.25
1590,44234,13.99,9.45,173250,2604002.5,1267616.35,19280.8,289838663,2106924576.69,11201794.25
1590,45459,31.99,21.05,275,8797.25,5278.349999999999,30.25,563523,4096418.49,21779.25
1590,45460,9.99,6.53,291995,3055795.05,1457651.8,32535.25,474110684,3446453422.92,18323609.0
1590,46732,5.99,4.05,1045,6259.55,2306.15,59.95,1314887,9558309.81,50818.25
1590,46733,11.99,8.21,11165,133868.35,30994.15,1250.15,8828527,64177223.01,341208.25
1590,46774,17.99,11.91,660,11873.4,6926.15,73.7,1314887,9558309.81,50818.25
1601,10054,18.99,12.49,2538,48196.619999999995,30763.8,281.88,392820,6249904.5,31469.1
1601,17595,16.99,11.03,79326,1280032.74,664816.14,8825.22,9938346,158122583.85,796168.23
1601,17596,13.99,8.1,70632,869503.68,424745.10000000003,7862.400000000001,8314690,132289645.25,666095.95
1601,18583,49.99,31.29,9396,446486.04000000004,329060.88,1039.5,1676032,26666259.2,134268.16
1601,18584,43.99,26.48,7938,342064.62,255036.6,877.5,1440340,22916316.5,115386.7
1601,20130,59.99,39.47,1404,84225.96,48591.9,156.06,196410,3124952.25,15734.55
1601,21526,9.99,6.66,87750,872680.5,407344.14,9778.32,9938346,158122583.85,796168.23
1601,21614,11.99,8.16,4806,57623.94,16833.96,536.76,340444,5416583.9,27273.22
1601,22819,24.99,15.86,7290,179585.09999999998,156968.28,804.0600000000001,1545092,24582957.7,123778.46
1601,22820,42.99,27.74,8100,348219.0,192681.18000000002,899.64,1086802,17291402.45,87064.51
1601,24154,27.99,18.91,324,9068.76,9068.76,71.28,78564,1249980.9,6293.82
1601,25264,32.99,20.54,26514,861412.86,281469.06,2962.44,2108134,33541154.15,168884.17
1601,25279,124.99,80.64,1134,141738.66,101241.9,125.28,196410,3124952.25,15734.55
1601,25386,49.99,33.11,15984,799040.16,445410.9,1777.14,2160510,34374474.75,173080.05
1601,26426,32.99,19.6,162378,5218178.22,2458567.08,18101.88,18305412,291245549.7,1466460.06
1601,32084,27.99,18.91,237492,6845095.08,3129038.0999999996,26469.72,25991590,413535347.75,2082205.45
1601,36463,9.99,6.45,3240,32367.600000000002,21038.94,93.96,510666,8124875.85,40909.83
1601,39308,12.99,8.49,1080,14029.2,4208.76,121.5,78564,1249980.9,6293.82
1650,6506,46.49,33.21,4558,207515.42,180388.44,3596.9500000000003,305440,3914999.2800000003,19501.24
1650,10259,19.99,13.42,2064,41259.36,3438.2799999999997,232.20000000000002,13280,170217.36000000002,847.88
1650,13669,18.49,12.33,4343,84129.06999999999,10851.91,488.05,43160,553206.42,2755.61
1650,14833,17.99,12.07,1720,30899.8,5371.99,193.07000000000002,23240,297880.38,1483.79
1650,14834,17.99,10.32,2322,41772.78,9282.839999999998,260.58000000000004,39840,510652.08,2543.64
1650,14835,14.49,9.72,1290,18649.1,5564.63,144.91,29880,382989.06,1907.73
1650,14836,10.29,6.81,1075,15396.15,3557.82,120.4,19920,255326.04,1271.82
1650,14837,14.49,9.47,258,3738.42,3115.35,28.38,16600,212771.7,1059.85
1650,15322,29.99,19.17,3784,110988.15999999999,68432.78,420.54,179280,2297934.36,11446.38
1650,15323,35.99,24.82,344,12208.560000000001,12208.560000000001,37.84,26560,340434.72000000003,1695.76
1650,16274,14.49,9.99,731,10592.19,1869.21,82.13000000000001,9960,127663.02,635.91
1650,16349,25.99,15.9,1333,32645.17,6318.419999999999,149.64000000000001,19920,255326.04,1271.82
1650,18359,14.99,9.73,3096,44861.04,3738.42,348.3,19920,255326.04,1271.82
1650,18360,11.99,8.05,2021,24231.79,6702.41,226.18,43160,553206.42,2755.61
1650,18769,14.49,9.86,817,11838.33,3738.42,91.16000000000001,19920,255326.04,1271.82
1650,19252,14.99,10.2,3139,50192.61,4812.99,353.03000000000003,23240,297880.38,1483.79
1650,19253,12.99,8.38,4300,59641.0,5972.7,483.32000000000005,33200,425543.4,2119.7
1650,20088,15.99,10.45,1548,24752.52,2062.71,174.15,9960,127663.02,635.91
1650,20093,23.99,14.66,1032,24757.68,2063.14,116.10000000000001,6640,85108.68000000001,423.94
1650,20095,14.99,8.55,516,7734.84,644.57,58.050000000000004,3320,42554.340000000004,211.97
1650,20124,13.99,9.14,86,1203.14,1203.14,9.46,6640,85108.68000000001,423.94
1650,20146,16.99,11.72,645,10958.55,2922.2799999999997,72.24000000000001,13280,170217.36000000002,847.88
1650,20488,16.99,9.86,516,8766.84,730.5699999999999,58.050000000000004,3320,42554.340000000004,211.97
1650,21486,22.99,15.86,387,8897.13,5931.419999999999,43.0,19920,255326.04,1271.82
1650,21487,15.49,10.54,258,3996.42,3330.35,28.38,16600,212771.7,1059.85
1650,21488,17.99,11.61,2236,39193.64,4555.42,251.55,19920,255326.04,1271.82
1650,21489,18.99,12.74,1849,34553.51,5629.99,208.55,23240,297880.38,1483.79
1650,21491,14.99,10.2,774,11602.26,3867.42,86.43,19920,255326.04,1271.82
1650,21564,15.49,10.4,817,12526.33,9948.05,90.3,49800,638315.1,3179.55
1650,21785,28.99,19.59,344,9800.56,7393.419999999999,37.84,19920,255326.04,1271.82
1650,22209,17.99,11.76,2279,40999.21,10829.98,255.85000000000002,46480,595760.76,2967.58
1650,22225,13.99,8.05,860,12031.4,6617.27,95.46000000000001,36520,468097.74,2331.67
1650,22227,13.99,6.49,9718,134922.82,43828.18,1087.47,245680,3149021.16,15685.78
1650,23442,20.99,14.28,43,902.5699999999999,902.5699999999999,4.73,3320,42554.340000000004,211.97
1650,23444,11.99,8.27,1032,12373.68,1031.14,116.10000000000001,6640,85108.68000000001,423.94
1650,23445,13.99,9.52,516,7218.84,601.57,58.050000000000004,3320,42554.340000000004,211.97
1650,23451,13.49,8.33,2709,33491.409999999996,9538.26,303.58000000000004,59760,765978.12,3815.46
1650,23475,28.99,19.99,301,8725.99,2493.14,33.97,6640,85108.68000000001,423.94
1650,23484,13.99,9.45,43,601.57,601.57,4.73,3320,42554.340000000004,211.97
1650,24147,9.99,5.91,3784,37759.159999999996,17139.8,421.83000000000004,132800,1702173.6,8478.8
1650,24148,14.49,9.66,516,7476.84,1246.14,58.480000000000004,6640,85108.68000000001,423.94
1650,24149,19.99,13.51,1677,33523.229999999996,7736.129999999999,187.91,29880,382989.06,1907.73
1650,24510,15.99,10.8,3870,61881.299999999996,8938.41,434.73,43160,553206.42,2755.61
1650,24511,21.99,14.86,516,11346.84,945.5699999999999,58.050000000000004,3320,42554.340000000004,211.97
1650,24512,21.99,13.79,3268,71863.31999999999,12292.41,366.79,43160,553206.42,2755.61
1650,24513,11.99,7.99,1247,14951.529999999999,3608.9900000000002,139.75,23240,297880.38,1483.79
1650,24514,11.99,7.89,688,8206.119999999999,2534.85,76.97,16600,212771.7,1059.85
1650,24784,10.49,7.04,1806,18428.94,1761.28,203.39000000000001,13280,170217.36000000002,847.88
1650,25478,17.99,12.16,1075,19339.25,2320.7099999999996,120.83000000000001,9960,127663.02,635.91
1650,26089,16.99,11.18,1032,17533.68,1461.1399999999999,116.10000000000001,6640,85108.68000000001,423.94
1650,26090,19.99,13.51,1548,30944.52,2578.7099999999996,174.15,9960,127663.02,635.91
1650,26093,25.99,16.88,1032,26821.68,2235.14,116.10000000000001,6640,85108.68000000001,423.94
1650,26623,9.99,6.53,1548,15464.519999999999,1288.71,174.15,9960,127663.02,635.91
1650,26624,11.49,7.66,1548,17786.52,1482.21,174.15,9960,127663.02,635.91
1650,26625,15.99,11.03,2193,35023.07,4769.99,246.39000000000001,23240,297880.38,1483.79
1650,26626,15.99,10.88,1548,24752.52,1375.14,174.15,6640,85108.68000000001,423.94
1650,26627,15.99,10.66,2322,37128.78,4812.99,260.58000000000004,23240,297880.38,1483.79
1650,26842,13.99,9.65,3096,43313.04,3007.85,348.3,16600,212771.7,1059.85
1650,26877,18.99,12.83,516,9798.84,816.5699999999999,58.050000000000004,3320,42554.340000000004,211.97
1650,26919,15.49,10.68,1032,15985.68,1332.14,116.10000000000001,6640,85108.68000000001,423.94
1650,26921,17.49,11.51,1032,18049.68,1504.1399999999999,116.10000000000001,6640,85108.68000000001,423.94
1650,26923,14.49,9.99,1032,15469.68,1289.14,116.10000000000001,6640,85108.68000000001,423.94
1650,44742,39.99,24.83,1763,72781.37,51587.530000000006,194.79,96280,1234075.86,6147.13
1650,46904,13.99,9.26,172,2406.28,2406.28,18.92,13280,170217.36000000002,847.88
1655,3542,21.99,17.59,72684,1264385.16,948023.9999999999,57303.72,28071000,358390620.0,1824890.0
1655,3546,21.99,16.92,87372,1521440.2799999998,1160452.98,68894.28,34050123,434727822.06,2213591.57
1655,4178,10.99,7.46,280692,2996299.08,1959487.2,110057.40000000001,96002820,1225695920.4,6241123.8
1655,4411,9.99,7.24,157032,1612813.68,1190834.46,123775.02,60380721,770898223.62,3925338.39
1655,4701,16.99,12.68,307746,5374350.54,3257191.4399999995,242486.46,97237944,1241465107.68,6321418.96
1655,5669,16.99,13.38,147852,2548509.48,1814316.2999999998,116546.04000000001,54878805,700653662.1,3567659.95
1655,6049,19.99,14.59,58590,995444.1,496345.8599999999,46145.7,15186411,193889325.42,987265.49
1655,8793,18.99,15.07,265464,5097969.359999999,3320782.92,487910.52,89883342,1147566765.24,5843297.78
1703,19124,34.99,23.97,304,21276.96,6649.049999999999,34.010000000000005,2190,174758.4,860.0
1703,90010,91.99,61.74,1862,171285.38,71660.20999999999,207.48000000000002,17958,1433018.88,7052.0
1703,90011,144.99,94.76,1900,275481.0,79889.49,212.8,12702,1013598.72,4988.0
1703,90012,49.99,34.24,2375,118726.25,63637.270000000004,264.29,29346,2341762.56,11524.0
1703,90013,99.99,64.93,2071,207079.29,68393.16,231.8,15768,1258260.48,6192.0
1703,90014,61.99,40.78,3135,194338.65,100113.85,349.03000000000003,37230,2970892.8,14620.0
1703,90025,59.99,38.7,380,22796.2,10258.29,42.18,3942,314565.12,1548.0
1703,90080,59.99,40.26,570,34194.3,6838.860000000001,64.03,2628,209710.08,1032.0
1703,90081,49.99,33.11,494,24695.06,10447.91,55.1,4818,384468.48,1892.0
1703,90082,64.99,41.93,570,37044.299999999996,19756.96,63.650000000000006,7008,559226.88,2752.0
1703,90084,31.99,21.05,76,2431.24,2431.24,8.36,1752,139806.72,688.0
1703,90086,51.99,34.2,513,26670.870000000003,23707.440000000002,56.62,10512,838840.32,4128.0
1703,90087,469.99,311.25,684,321473.16000000003,133947.15,76.76,6570,524275.2,2580.0
1703,90088,134.99,92.46,494,66685.06,48731.39000000001,54.910000000000004,8322,664081.92,3268.0
1703,90089,119.99,77.92,3021,362489.79,109430.87999999999,338.2,21024,1677680.64,8256.0
1703,90090,649.99,448.27,285,185247.15,86448.67,31.92,3066,244661.76,1204.0
1703,90604,119.99,78.42,1444,173265.56,50155.82,162.07,9636,768936.96,3784.0
2000,1215,64.99,50.77,3618,235133.81999999998,226425.15999999997,2856.88,21157500,194512103.76,988862.68
2000,1248,64.99,47.44,2881,187236.19,139338.56,2273.98,13020000,119699756.16,608530.88
2000,1253,64.99,51.17,3149,204653.50999999998,169818.87,2485.03,15868125,145884077.82,741647.01
2000,2167,34.49,25.55,59965,2098175.35,1934072.25,47330.810000000005,335671875,3086009338.5,15688686.75
2000,2849,179.99,129.49,1072,192949.28,192949.28,846.88,6510000,59849878.08,304265.44
2000,2873,299.99,222.21,603,180893.97,180893.97,476.37,3661875,33665556.42,171149.31
2000,2991,49.99,36.49,31289,1564137.11,1443561.23,24700.89,175363125,1612206090.78,8196150.29
2000,3387,39.99,30.76,15946,513730.54,399533.06,12581.93,74051250,680792363.16,3461019.38
2000,4453,16.99,10.76,18693,244028.07,149495.76,14734.64,69982500,643386189.36,3270853.48
2000,6566,9.99,5.84,130717,1305862.83,630508.86,14549.050000000001,383276250,3523661571.96,17913627.78
2000,6624,55.99,33.11,26465,1088887.35,695024.5,2939.29,101718750,935154345.0,4754147.5
2000,6649,11.99,7.87,858873,10795965.27,4602995.8100000005,95829.43000000001,2220316875,20412549042.66,103773531.63
2000,8749,14.99,9.8,227666,3553279.34,1584874.28,25388.31,616822500,5670775948.08,28829150.44
2000,10058,13.99,9.26,1408206,19654413.82,7600951.01,157334.09,3260289375,29973567065.94,152379935.67
2000,10372,8.99,5.33,162475,1389630.25,685347.02,18090.670000000002,485808750,4466297151.72,22705808.46
2000,10374,8.99,5.19,7169,62707.31,30516.49,796.63,21564375,198252721.14000002,1007879.27
2000,10642,28.99,19.86,3149,78961.51,40451.92,351.08,9765000,89774817.12,456398.16
2000,10702,11.99,8.05,105994,1305306.06,482209.05,11842.92,238021875,2188261167.3,11124705.15
2000,11141,9.99,5.55,852642,8393747.94,3755380.15,191065.91,2260190625,20779129545.9,105637157.45
2000,11143,5.99,3.92,737,5620.63,5085.3,81.07000000000001,4068750,37406173.8,190165.9
2000,11238,20.99,13.24,136345,2893237.55,1692430.0499999998,15139.32,482146875,4432631595.3,22534659.15
2000,11239,26.99,17.41,1005,27124.95,7233.32,112.56,1627500,14962469.52,76066.36
2000,11240,13.99,9.58,53064,742365.36,433983.79,5890.64,188383125,1731905846.94,8804681.17
2000,11488,10.99,7.53,562063,5779928.53,3076168.32,125705.40000000001,1757700000,16159467081.6,82151668.8
2000,11489,7.99,5.22,4422,34661.78,21947.86,489.77000000000004,17088750,157105929.96,798696.78
2000,11499,30.99,18.24,149075,4157601.25,1989317.7699999998,16599.25,434949375,3998719979.22,20328734.71
2000,11640,9.99,6.49,142643,1910820.57,1097782.94,15851.53,495573750,4556071968.84,23162206.62
2000,11970,18.99,7.71,1203454,17707626.98,6574768.96,134517.91,2636550000,24239200622.4,123227503.2
2000,12078,11.99,7.48,68407,806732.93,385124.71,7620.58,198148125,1821680664.06,9261079.33
2000,12079,10.99,7.43,29815,339257.85,203702.78,3306.45,108228750,995004223.08,5058412.94
2000,12235,24.99,13.99,30686,686443.14,482452.25999999995,3396.23,131013750,1204478796.36,6123341.98
2000,12270,12.99,8.72,109478,1522418.22,931431.99,12137.050000000001,408095625,3751839232.14,19073639.77
2000,12394,6.99,4.63,4020,33727.799999999996,9133.44,449.57,7323750,67331112.84,342298.62
2000,12429,15.99,9.08,10720,161429.8,115029.62,1186.57,46383750,426430381.32,2167891.26
2000,12479,15.99,7.94,295269,3869647.31,1981489.49,32855.46,916689375,8427610957.14,42844377.27
2000,12585,17.99,9.99,1139,17140.61,15131.95,125.29,6103125,56109260.7,285248.85
2000,13045,12.99,3.83,15008,120664.32,20642.7,1683.0400000000002,20343750,187030869.0,950829.5
2000,13132,8.99,5.84,2144,23763.56,19345.58,236.51,10578750,97256051.88,494431.34
2000,13143,15.99,10.27,94001,1413094.99,814379.64,10439.94,328755000,3022418843.04,15365404.72
2000,13145,21.99,14.56,3082,60470.17999999999,30938.589999999997,343.04,9358125,86034199.74,437381.57
2000,13147,19.99,13.01,94336,1821322.64,923385.2899999999,10496.220000000001,290101875,2667060191.94,13558828.67
2000,13310,10.99,7.58,402,4417.9800000000005,3681.65,89.11,2034375,18703086.9,95082.95
2000,13826,5.49,3.68,804,4413.96,367.83000000000004,22.78,406875,3740617.38,19016.59
2000,13929,11.99,7.89,1608,20887.920000000002,13054.95,178.22,6103125,56109260.7,285248.85
2000,14235,2.49,1.64,38123,94926.27,47212.89000000001,1106.84,115145625,1058594718.54,5381694.97
2000,14236,2.49,1.71,40468,100765.32,55554.39000000001,1178.53,135489375,1245625587.54,6332524.47
2000,14277,54.99,32.67,536,27799.64,24115.31,58.96,2848125,26184321.66,133116.13
2000,14432,12.99,8.78,804,10443.96,870.33,90.45,406875,3740617.38,19016.59
2000,14433,8.99,5.8,150348,1478593.52,913563.09,16676.3,558639375,5135867662.74,26109778.07
2000,14688,35.99,23.8,7705,286347.95,168526.44,854.25,27667500,254361981.84,1293128.12
2000,14840,9.99,6.7,268,2677.32,669.33,30.150000000000002,406875,3740617.38,19016.59
2000,14857,5.99,3.97,1340,10304.6,6825.29,148.74,5289375,48628025.94,247215.67
2000,15014,7.49,4.19,737,4783.13,1739.3200000000002,82.41,1627500,14962469.52,76066.36
2000,15047,18.99,8.24,284281,4611983.19,2380595.76,31631.370000000003,883732500,8124620949.36,41304033.48
2000,15054,12.99,8.44,268,2945.32,2208.9900000000002,59.63,1220625,11221852.14,57049.77
2000,15239,56.99,36.23,67,3617.33,3617.33,7.37,406875,3740617.38,19016.59
2000,15247,15.99,10.32,41540,683587.6,383409.51,4616.97,141185625,1297994230.86,6598756.73
2000,15414,8.99,6.2,670,6023.3,3613.98,75.04,2441250,22443704.28,114099.54
2000,15415,8.99,5.99,536,4818.64,3011.65,59.63,2034375,18703086.9,95082.95
2000,15729,2.49,1.66,60702,151147.98,71403.24,1751.3799999999999,174142500,1600984238.64,8139100.52
2000,15880,74.99,48.69,134,10048.66,5024.33,14.74,406875,3740617.38,19016.59
2000,16044,7.99,5.19,29145,232868.55,40149.75,3273.62,30515625,280546303.5,1426244.25
2000,16045,9.79,6.75,10452,102325.08,39355.799999999996,1167.81,24412500,224437042.8,1140995.4
2000,16046,13.99,9.2,134,1874.66,1874.66,14.74,813750,7481234.76,38033.18
2000,16047,13.99,6.8,2613,36555.87,12185.29,292.12,5289375,48628025.94,247215.67
2000,16054,44.99,29.79,134,6028.66,3014.33,14.74,406875,3740617.38,19016.59
2000,16061,14.99,10.06,2412,38567.88,31068.57,265.99,11799375,108477904.02,551481.11
2000,16321,25.99,16.88,1072,37509.28,14065.980000000001,119.93,2441250,22443704.28,114099.54
2000,16503,8.99,5.99,1876,32543.239999999998,25579.26,207.03,8951250,82293582.36,418364.98
2000,16555,18.99,11.18,37721,722686.7899999999,451008.49,4186.83,143626875,1320437935.14,6712856.27
2000,16680,8.99,5.8,6834,108337.66,70238.78,756.4300000000001,26853750,246880747.08,1255094.94
2000,16681,18.99,12.41,469,8906.31,3816.99,52.26,1220625,11221852.14,57049.77
2000,16683,18.99,12.92,67,1272.33,1272.33,7.37,406875,3740617.38,19016.59
2000,17119,15.99,10.66,93130,1506635.7,882047.63,10340.78,329975625,3033640695.18,15422454.49
2000,17209,15.99,11.03,70082,1132403.18,815019.49,7749.89,306376875,2816684887.14,14319492.27
2000,17266,15.99,9.03,1139,16068.61,14193.95,125.29,6103125,56109260.7,285248.85
2000,17598,269.99,171.23,469,117245.31,100495.98000000001,51.59,2441250,22443704.28,114099.54
2000,17601,359.99,234.48,1541,523924.59,113896.65000000001,172.86,2034375,18703086.9,95082.95
2000,17949,13.99,9.39,938,13122.62,5623.9800000000005,104.52,2441250,22443704.28,114099.54
2000,18240,25.99,17.68,18961,495744.38999999996,144397.06,2121.2200000000003,33363750,306730625.16,1559360.38
2000,18423,17.99,9.93,128573,1985800.27,1350519.0,14237.5,528937500,4862802594.0,24721567.0
2000,18613,13.99,9.33,52059,759058.41,471759.73,5774.7300000000005,195706875,1799236959.78,9146979.79
2000,18697,99.99,59.86,402,39391.979999999996,32692.649999999998,44.22,2034375,18703086.9,95082.95
2000,18762,39.99,27.39,2412,96455.88,2679.33,271.34999999999997,406875,3740617.38,19016.59
2000,19044,51.99,35.37,670,35637.3,25187.31,74.37,2848125,26184321.66,133116.13
2000,19045,26.99,18.61,3953,112855.46999999999,53581.24,440.19,11392500,104737286.64,532464.52
2000,19046,44.99,29.99,67,3014.33,3014.33,7.37,406875,3740617.38,19016.59
2000,19047,18.99,12.83,67,1272.33,1272.33,7.37,406875,3740617.38,19016.59
2000,19049,49.99,33.33,804,40191.96,33493.3,89.11,4068750,37406173.8,190165.9
2000,19050,24.99,16.33,134,3348.66,3348.66,14.74,813750,7481234.76,38033.18
2000,19052,21.99,14.76,134,2946.66,2946.66,14.74,813750,7481234.76,38033.18
2000,19126,12.99,8.44,111622,1461158.78,917266.85,12379.59,425184375,3908945162.1,19872336.55
2000,19127,15.99,10.95,68206,1098452.94,656795.64,7567.650000000001,247380000,2274295367.04,11562086.72
2000,19228,21.99,14.37,1608,35359.92,2946.66,180.9,813750,7481234.76,38033.18
2000,19231,55.99,23.97,3953,143943.47,83928.22,438.85,13833750,127180990.92,646564.06
2000,19232,26.99,18.11,134,3616.66,3616.66,14.74,813750,7481234.76,38033.18
2000,19233,18.99,13.01,3618,68705.81999999999,12723.3,406.69,4068750,37406173.8,190165.9
2000,19236,18.99,11.64,2412,30795.88,15063.61,268.67,6916875,63590495.46,323282.03
2000,19322,7.79,5.3,1474,11482.460000000001,3653.51,164.82000000000002,2848125,26184321.66,133116.13
2000,19453,16.99,9.65,305319,4361460.81,2435221.53,33922.770000000004,1033869375,9504908762.58,48321155.19
2000,19464,6.99,4.72,85559,598057.41,268353.09,9540.800000000001,233139375,2143373758.74,10896506.07
2000,19465,6.99,4.72,77184,525934.59,207001.86000000002,8625.58,183500625,1687018438.38,8576482.09
2000,19507,7.49,4.99,860682,7553951.18,2450899.5300000003,96283.69,1644181875,15115834832.58,76846040.19
2000,19632,45.99,27.92,871,37444.29,5760.66,97.82,813750,7481234.76,38033.18
2000,19633,37.99,24.51,804,30543.960000000003,27998.63,88.44,4475625,41146791.18,209182.49
2000,19680,179.99,119.2,469,84415.31,48237.32,52.26,1627500,14962469.52,76066.36
2000,19681,259.99,168.82,67,17419.33,17419.33,7.37,406875,3740617.38,19016.59
2000,19682,56.99,39.03,1072,61093.28,49638.29,117.92,5289375,48628025.94,247215.67
2000,19684,109.99,75.86,2278,250557.22,147386.6,252.59,8137500,74812347.6,380331.8
2000,19685,29.99,20.13,402,12055.98,2009.33,45.56,406875,3740617.38,19016.59
2000,19694,74.99,49.01,1876,140681.24,95462.26999999999,208.37,7730625,71071730.22,361315.21
2000,19695,34.99,23.8,804,28131.960000000003,23443.300000000003,88.44,4068750,37406173.8,190165.9
2000,19822,105.99,72.6,3484,369269.16,220141.22999999998,386.59000000000003,12613125,115959138.78,589514.29
2000,19824,41.99,27.27,3216,135039.84,95653.22,355.1,13833750,127180990.92,646564.06
2000,19825,74.99,51.36,938,70340.62,30145.98,105.19,2441250,22443704.28,114099.54
2000,19826,104.99,68.62,3149,330613.51,147720.93,351.75,8544375,78552964.98,399348.39
2000,19841,177.99,114.83,201,35775.990000000005,11925.33,22.78,406875,3740617.38,19016.59
2000,19842,44.99,29.41,737,33157.63,18085.98,82.41,2441250,22443704.28,114099.54
2000,19843,139.99,92.71,402,56275.98,9379.33,45.56,406875,3740617.38,19016.59
2000,19954,449.99,308.21,402,180895.98,90447.99,44.89,1220625,11221852.14,57049.77
2000,19955,94.99,64.18,2077,197294.23,89100.62,231.82,5696250,52368643.32,266232.26
2000,19966,124.99,83.89,1206,150737.94,41871.65,135.34,2034375,18703086.9,95082.95
2000,19967,125.99,85.13,2881,362977.19,143502.61,321.6,6916875,63590495.46,323282.03
2000,19968,125.99,85.71,1608,202591.91999999998,126619.95,178.22,6103125,56109260.7,285248.85
2000,19969,125.99,81.81,2948,371418.51999999996,92854.62999999999,330.31,4475625,41146791.18,209182.49
2000,19970,399.99,263.15,1206,482387.94,107197.32,135.34,1627500,14962469.52,76066.36
2000,19971,124.99,83.89,871,108866.29,75368.97,96.48,3661875,33665556.42,171149.31
2000,19972,329.99,221.47,2747,906482.53,154765.31,309.54,2848125,26184321.66,133116.13
2000,20023,79.99,48.69,5226,401277.74,251217.16999999998,580.22,19936875,183290251.62,931812.91
2000,20024,175.99,115.53,3551,611875.49,346704.9,395.3,12206250,112218521.4,570497.7
2000,20055,219.99,151.72,603,132653.97,58957.32,67.67,1627500,14962469.52,76066.36
2000,20056,209.99,139.07,469,98485.31,70346.65000000001,52.260000000000005,2034375,18703086.9,95082.95
2000,20057,179.99,120.8,1072,192949.28,84415.31,119.93,2848125,26184321.66,133116.13
2000,20058,329.99,218.54,469,154765.31,66327.99,52.93000000000001,1220625,11221852.14,57049.77
2000,20060,239.99,159.99,201,48237.990000000005,16079.33,22.78,406875,3740617.38,19016.59
2000,20061,539.99,369.86,469,253255.31,72358.66,52.93,813750,7481234.76,38033.18
2000,20062,539.99,364.86,402,217075.98,72358.66,45.56,813750,7481234.76,38033.18
2000,20063,2199.99,1456.95,536,1179194.64,442197.98999999993,60.300000000000004,1220625,11221852.14,57049.77
2000,20064,469.99,315.43,1206,566807.9400000001,157446.65,135.34,2034375,18703086.9,95082.95
2000,20066,49.99,32.46,67,6699.33,6699.33,7.37,406875,3740617.38,19016.59
2000,20067,519.99,353.73,201,104517.99,34839.33,22.78,406875,3740617.38,19016.59
2000,20152,13.99,8.9,108406,1510234.94,740891.36,12069.380000000001,322245000,2962568964.96,15061139.28
2000,20160,15.99,10.27,71422,1115773.78,722199.7,7918.06,280743750,2581025992.2,13121447.1
2000,20161,6.49,4.36,16080,105163.2,21407.84,1802.97,19530000,179549634.24,912796.32
2000,20363,7.99,5.22,1139,9100.61,3211.98,127.30000000000001,2441250,22443704.28,114099.54
2000,20364,7.99,5.26,737,5888.63,4817.97,81.07000000000001,3661875,33665556.42,171149.31
2000,20459,6.99,4.82,218152,1524882.48,580260.87,24391.350000000002,504118125,4634624933.82,23561555.01
2000,20723,15.99,10.66,2144,34282.56,19283.94,238.52,7323750,67331112.84,342298.62
2000,20758,13.99,9.26,268,3615.32,3615.32,29.48,1627500,14962469.52,76066.36
2000,20761,36.99,24.34,1876,69393.24,47088.270000000004,207.03,7730625,71071730.22,361315.21
2000,20762,18.99,10.95,59764,1121652.3599999999,794932.8899999999,6608.21,257551875,2367810801.54,12037501.47
2000,20763,13.99,9.2,31222,443227.78,278322.69,3463.23,119214375,1096000892.34,5571860.87
2000,20960,24.99,16.12,938,23440.62,13394.64,104.52,3255000,29924939.04,152132.72
2000,20961,24.99,16.44,1407,35160.93,23440.62,155.44,5696250,52368643.32,266232.26
2000,21031,15.99,10.38,1407,22497.93,10713.3,156.78,4068750,37406173.8,190165.9
2000,21601,14.49,9.92,1675,24270.75,18445.77,184.25,7730625,71071730.22,361315.21
2000,21625,15.99,10.66,1340,21426.6,9641.97,149.41,3661875,33665556.42,171149.31
2000,21627,14.99,10.27,100165,1550852.35,1072847.55,11079.12,421115625,3871538988.3,19682170.65
2000,21713,14.99,8.1,67,1004.33,1004.33,7.37,406875,3740617.38,19016.59
2000,21857,49.99,27.58,1407,61290.93,49434.61,154.77,6916875,63590495.46,323282.03
2000,21858,49.99,25.97,1742,74754.58,63501.26,192.29,8951250,82293582.36,418364.98
